qid|a1|Lde|a2|P31|a3|P31_2|a4|P625|a5|P571|a6|P528|a7|P972
QX157|Lde|'Gewerbeschulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3823505799175/8.53200508387299|P571|+1964-00-00T00:00:00Z/9.|P528|578|P972|Q53629101
QX158|Lde|'Im Hof'|P31|Q1630622|P31|Q53628618|P625|@47.3820667238125/8.5329681437888|P571|+1978-00-00T00:00:00Z/9.|P528|1030|P972|Q53629101
QX159|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3850924754608/8.52639615539573|P571|+1929-00-00T00:00:00Z/9.|P528|251|P972|Q53629101
QX160|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3834313183132/8.53342284848354|P571|+1910-00-00T00:00:00Z/9.|P528|248|P972|Q53629101
QX161|Lde|'Schulhaus Limmat, Im Hofe'|P31|Q1630622|P31|Q53628618|P625|@47.3830875285309/8.53443486973958|P571|+nan-00-00T00:00:00Z/9.|P528|580|P972|Q53629101
QX162|Lde|'bei der Bullingerkirche'|P31|Q1630622|P31|Q53629707|P625|@47.380045512784/8.51505693202433|P571|+1957-00-00T00:00:00Z/9.|P528|769|P972|Q53629101
QX163|Lde|'Wasserspiel'|P31|Q1630622|P31|Q53628296|P625|@47.3796189151692/8.51595784983594|P571|+1929-00-00T00:00:00Z/9.|P528|230|P972|Q53629101
QX164|Lde|'Schulhaus Sihlfeld'|P31|Q1630622|P31|Q53628618|P625|@47.3811654830903/8.51516491939343|P571|+1918-00-00T00:00:00Z/9.|P528|568|P972|Q53629101
QX165|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3818987643961/8.52887939485141|P571|+1991-00-00T00:00:00Z/9.|P528|1132|P972|Q53629101
QX166|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3799721154897/8.52629865660952|P571|+1903-00-00T00:00:00Z/9.|P528|216|P972|Q53629101
QX167|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3849965437353/8.52977006996181|P571|+1909-00-00T00:00:00Z/9.|P528|247|P972|Q53629101
QX168|Lde|'Im Hofe'|P31|Q1630622|P31|Q53628618|P625|@47.3857762877278/8.52903217771871|P571|+1909-00-00T00:00:00Z/9.|P528|577|P972|Q53629101
QX169|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3852273013046/8.52829496144439|P571|+1905-00-00T00:00:00Z/9.|P528|246|P972|Q53629101
QX170|Lde|'Schulhaus Hard'|P31|Q1630622|P31|Q53628618|P625|@47.3825596124997/8.5159957866865|P571|+nan-00-00T00:00:00Z/9.|P528|567|P972|Q53629101
QX171|Lde||P31|Q1630622|P31|Q53628296|P625|@47.377559756143/8.50279182853655|P571|+1944-00-00T00:00:00Z/9.|P528|207|P972|Q53629101
QX172|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3758167452721/8.53400919847341|P571|+nan-00-00T00:00:00Z/9.|P528|221|P972|Q53629101
QX173|Lde|'Südecke Freibad'|P31|Q1630622|P31|Q53628522|P625|@47.3781595926286/8.49901197882836|P571|+1978-00-00T00:00:00Z/9.|P528|6014|P972|Q53629101
QX174|Lde|'Friedhof Sihlfeld D'|P31|Q1630622|P31|Q53628618|P625|@47.3775301720406/8.50691715666875|P571|+1933-00-00T00:00:00Z/9.|P528|551|P972|Q53629101
QX175|Lde|'Pilgerbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3786764229573/8.50625659044381|P571|+1991-00-00T00:00:00Z/9.|P528|1150|P972|Q53629101
QX176|Lde|'Friedhof Sihlfeld B'|P31|Q1630622|P31|Q53628618|P625|@47.3738275550264/8.51017888269817|P571|+1912-00-00T00:00:00Z/9.|P528|552|P972|Q53629101
QX177|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3745573388664/8.49596175588236|P571|+1932-00-00T00:00:00Z/9.|P528|419|P972|Q53629101
QX178|Lde|'Albisriederplatz'|P31|Q1630622|P31|Q53628296|P625|@47.3783189269345/8.50972618719672|P571|+1929-00-00T00:00:00Z/9.|P528|193|P972|Q53629101
QX179|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3760826087674/8.52105497308276|P571|+1944-00-00T00:00:00Z/9.|P528|239|P972|Q53629101
QX180|Lde|'Schulhaus Feldstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3782991343891/8.52249240973529|P571|+nan-00-00T00:00:00Z/9.|P528|569|P972|Q53629101
QX181|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3754492370401/8.51649994759482|P571|+1929-00-00T00:00:00Z/9.|P528|231|P972|Q53629101
QX182|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3728520416409/8.51282223165748|P571|+1985-00-00T00:00:00Z/9.|P528|1105|P972|Q53629101
QX183|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3742705121651/8.51454873799962|P571|+1929-00-00T00:00:00Z/9.|P528|192|P972|Q53629101
QX184|Lde|'Fritschiwiese'|P31|Q1630622|P31|Q53628296|P625|@47.3767192685094/8.512910206966641|P571|+1919-00-00T00:00:00Z/9.|P528|174|P972|Q53629101
QX185|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3785960500088/8.51340137579084|P571|+1933-00-00T00:00:00Z/9.|P528|234|P972|Q53629101
QX186|Lde|'Herkulesbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3740077331145/8.5386077889071|P571|+1566-00-00T00:00:00Z/9.|P528|7|P972|Q53629101
QX187|Lde|'Brunnenwibli'|P31|Q1630622|P31|Q53628296|P625|@47.3748345320105/8.53800857218096|P571|+1986-00-00T00:00:00Z/9.|P528|42|P972|Q53629101
QX188|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3758865147837/8.52331816622421|P571|+1944-00-00T00:00:00Z/9.|P528|1076|P972|Q53629101
QX189|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3762696721643/8.52667522054171|P571|+1953-00-00T00:00:00Z/9.|P528|224|P972|Q53629101
QX190|Lde|'Bäckeranlage'|P31|Q1630622|P31|Q53628296|P625|@47.3771512674035/8.52400340617553|P571|+1938-00-00T00:00:00Z/9.|P528|237|P972|Q53629101
QX191|Lde|'Schulhaus Hohlstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3786618152202/8.52524831101115|P571|+nan-00-00T00:00:00Z/9.|P528|571|P972|Q53629101
QX192|Lde|'Schulhaus Aemtlerstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3740097400899/8.51261791131673|P571|+nan-00-00T00:00:00Z/9.|P528|549|P972|Q53629101
QX193|Lde|'Friedhof Sihlfeld B'|P31|Q1630622|P31|Q53628618|P625|@47.3745627577343/8.51122588680613|P571|+1912-00-00T00:00:00Z/9.|P528|552|P972|Q53629101
QX194|Lde|'Kirchgemeindehaus'|P31|Q1630622|P31|Q53628296|P625|@47.3718898775418/8.51544732301566|P571|+1925-00-00T00:00:00Z/9.|P528|185|P972|Q53629101
QX195|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3724104256359/8.51751972994202|P571|+1904-00-00T00:00:00Z/9.|P528|181|P972|Q53629101
QX196|Lde|'Schulhaus Zurlindenstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3719222584784/8.51739189736933|P571|+nan-00-00T00:00:00Z/9.|P528|548|P972|Q53629101
QX197|Lde|'Gertrudstrasse (Anlage)'|P31|Q1630622|P31|Q53628296|P625|@47.3739922622696/8.51695793778233|P571|+1927-00-00T00:00:00Z/9.|P528|189|P972|Q53629101
QX198|Lde|'Basiliskenbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3723260724099/8.53446571490443|P571|+1983-00-00T00:00:00Z/9.|P528|1081|P972|Q53629101
QX199|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3730856009887/8.53340262553768|P571|+1946-00-00T00:00:00Z/9.|P528|66|P972|Q53629101
QX200|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3743529964528/8.53251589959639|P571|+nan-00-00T00:00:00Z/9.|P528|222|P972|Q53629101
QX201|Lde||P31|Q1630622|P31|Q53628296|P625|@47.376882295671/8.52861669540379|P571|+1933-00-00T00:00:00Z/9.|P528|233|P972|Q53629101
QX202|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3723613033496/8.5291997531923|P571|+1983-00-00T00:00:00Z/9.|P528|225|P972|Q53629101
QX203|Lde|'Schützengasse'|P31|Q1630622|P31|Q53628296|P625|@47.3772195790283/8.53699150643427|P571|+1905-00-00T00:00:00Z/9.|P528|41|P972|Q53629101
QX204|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3763449451924/8.53830781535964|P571|+1879-00-00T00:00:00Z/9.|P528|37|P972|Q53629101
QX205|Lde|'Im Hofe des Hallenbads'|P31|Q1630622|P31|Q53628618|P625|@47.3717562127538/8.53303306544297|P571|+nan-00-00T00:00:00Z/9.|P528|996|P972|Q53629101
QX206|Lde|'Berufsschule'|P31|Q1630622|P31|Q53628618|P625|@47.3785487917607/8.53085017212577|P571|+1984-00-00T00:00:00Z/9.|P528|1093|P972|Q53629101
QX207|Lde||P31|Q1630622|P31|Q53628296|P625|@47.37299588274/8.52583046099974|P571|+nan-00-00T00:00:00Z/9.|P528|220|P972|Q53629101
QX208|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3722536370027/8.52340460645507|P571|+1926-00-00T00:00:00Z/9.|P528|187|P972|Q53629101
QX209|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3719730991848/8.52593291566522|P571|+nan-00-00T00:00:00Z/9.|P528|218|P972|Q53629101
QX210|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3743583185468/8.5254013956398|P571|+1916-00-00T00:00:00Z/9.|P528|228|P972|Q53629101
QX211|Lde|'Schulhaus Kanzleistrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3751223218572/8.52604243079894|P571|+nan-00-00T00:00:00Z/9.|P528|572|P972|Q53629101
QX212|Lde|'Schulhaus Wengi'|P31|Q1630622|P31|Q53628618|P625|@47.3753815572195/8.52336978359241|P571|+1953-00-00T00:00:00Z/9.|P528|566|P972|Q53629101
QX213|Lde|'Schulhaus Kornhausbrücke'|P31|Q1630622|P31|Q53628618|P625|@47.3861420741388/8.5305959564293|P571|+nan-00-00T00:00:00Z/9.|P528|582|P972|Q53629101
QX214|Lde|'Bäckeranlage'|P31|Q1630622|P31|Q53628296|P625|@47.3783811019502/8.52330082629484|P571|+1928-00-00T00:00:00Z/9.|P528|213|P972|Q53629101
QX215|Lde|'Spielwiese Milchbuck'|P31|Q1630622|P31|Q53628618|P625|@47.3959027414336/8.5367596425307|P571|+1948-00-00T00:00:00Z/9.|P528|591|P972|Q53629101
QX216|Lde|'Schulhaus Chriesiweg'|P31|Q1630622|P31|Q53628618|P625|@47.3888368871672/8.47355056744369|P571|+nan-00-00T00:00:00Z/9.|P528|912|P972|Q53629101
QX217|Lde|'Altstetten'|P31|Q1630622|P31|Q53628761|P625|@47.3862955389993/8.4662155354269|P571|+1989-00-00T00:00:00Z/9.|P528|1142|P972|Q53629101
QX218|Lde|'an der Quartierstrasse'|P31|Q1630622|P31|Q53629707|P625|@47.3910420066257/8.47572008811506|P571|+1949-00-00T00:00:00Z/9.|P528|765|P972|Q53629101
QX219|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3907389661599/8.4791869062492|P571|+1948-00-00T00:00:00Z/9.|P528|429|P972|Q53629101
QX220|Lde|'Fröschen-Brunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3860826381488/8.48106682505698|P571|+1933-00-00T00:00:00Z/9.|P528|420|P972|Q53629101
QX221|Lde|'Schulhaus Dachslernstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3879981076172/8.48181344833094|P571|+nan-00-00T00:00:00Z/9.|P528|623|P972|Q53629101
QX222|Lde|'Hallenbad Altstetten'|P31|Q1630622|P31|Q53628296|P625|@47.388611991145/8.48009525537711|P571|+1772-00-00T00:00:00Z/9.|P528|412|P972|Q53629101
QX223|Lde|'Städelihaus, Ortsmuseum'|P31|Q1630622|P31|Q53628618|P625|@47.3887342988587/8.48080827986787|P571|+1974-00-00T00:00:00Z/9.|P528|911|P972|Q53629101
QX224|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3874979571924/8.47687706966127|P571|+1952-00-00T00:00:00Z/9.|P528|432|P972|Q53629101
QX225|Lde|'Badener-Hohlstrasse'|P31|Q1630622|P31|Q53628296|P625|@47.3906021245825/8.48342559232046|P571|+1949-00-00T00:00:00Z/9.|P528|430|P972|Q53629101
QX226|Lde|'Schulhaus Kappeli'|P31|Q1630622|P31|Q53628618|P625|@47.3861287714778/8.49270777243192|P571|+nan-00-00T00:00:00Z/9.|P528|627|P972|Q53629101
QX227|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3870133984454/8.49082268725307|P571|+1937-00-00T00:00:00Z/9.|P528|423|P972|Q53629101
QX228|Lde||P31|Q1630622|P31|Q53628296|P625|@47.389481973911/8.49032489528394|P571|+1991-00-00T00:00:00Z/9.|P528|1158|P972|Q53629101
QX229|Lde|'bei der Kirche Altstetten'|P31|Q1630622|P31|Q53629707|P625|@47.3866692493198/8.48487429587309|P571|+1941-00-00T00:00:00Z/9.|P528|762|P972|Q53629101
QX230|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3876576448091/8.48571683732456|P571|+1773-00-00T00:00:00Z/9.|P528|413|P972|Q53629101
QX231|Lde|'Korporationswald Altstetten'|P31|Q1630622|P31|Q53628761|P625|@47.3811685591677/8.45990259978048|P571|+1961-00-00T00:00:00Z/9.|P528|717|P972|Q53629101
QX232|Lde|'CVJM-Quelle'|P31|Q1630622|P31|Q53630002|P625|@47.3850022106162/8.46736594997319|P571|+nan-00-00T00:00:00Z/9.|P528|845|P972|Q53629101
QX233|Lde|'UBS'|P31|Q1630622|P31|Q53629707|P625|@47.383317573776/8.49438996153174|P571|+1986-00-00T00:00:00Z/9.|P528|1113|P972|Q53629101
QX234|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3830151479676/8.48489985174933|P571|+1977-00-00T00:00:00Z/9.|P528|6007|P972|Q53629101
QX235|Lde|'Schulhaus Eugen Huber-Strasse'|P31|Q1630622|P31|Q53628618|P625|@47.385191961055/8.48601993828631|P571|+nan-00-00T00:00:00Z/9.|P528|630|P972|Q53629101
QX236|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3849278335552/8.47777225870783|P571|+1974-00-00T00:00:00Z/9.|P528|508|P972|Q53629101
QX237|Lde|'GZ bei Voličre'|P31|Q1630622|P31|Q53628618|P625|@47.3808677366992/8.48614756829258|P571|+1962-00-00T00:00:00Z/9.|P528|635|P972|Q53629101
QX238|Lde||P31|Q1630622|P31|Q53628761|P625|@47.3818468935236/8.47218495099276|P571|+nan-00-00T00:00:00Z/9.|P528|734|P972|Q53629101
QX239|Lde||P31|Q1630622|P31|Q53628296|P625|@47.375307067195/8.48419092310575|P571|+1781-00-00T00:00:00Z/9.|P528|416|P972|Q53629101
QX240|Lde|'Schulhaus Triemlistrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3726549260787/8.48650712993469|P571|+nan-00-00T00:00:00Z/9.|P528|625|P972|Q53629101
QX241|Lde|'Tramstation'|P31|Q1630622|P31|Q53628296|P625|@47.3742852901957/8.48451903106052|P571|+1949-00-00T00:00:00Z/9.|P528|431|P972|Q53629101
QX242|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3744537071395/8.48328013102383|P571|+1780-00-00T00:00:00Z/9.|P528|415|P972|Q53629101
QX243|Lde|'Bachtobelweg, bei Grossmutter E'|P31|Q1630622|P31|Q53628761|P625|@47.3772945831563/8.4680486288492|P571|+nan-00-00T00:00:00Z/9.|P528|735|P972|Q53629101
QX244|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3740614058668/8.48210377836389|P571|+1778-00-00T00:00:00Z/9.|P528|414|P972|Q53629101
QX245|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3782730432002/8.48297639253656|P571|+1947-00-00T00:00:00Z/9.|P528|428|P972|Q53629101
QX246|Lde|'Schiessplatz + Fam.-Erholungsanlage'|P31|Q1630622|P31|Q53628761|P625|@47.3752389985512/8.4784211397008|P571|+1977-00-00T00:00:00Z/9.|P528|1005|P972|Q53629101
QX247|Lde|'Blockhaus ETH'|P31|Q1630622|P31|Q53629707|P625|@47.3677664116184/8.47629665848209|P571|+nan-00-00T00:00:00Z/9.|P528|796|P972|Q53629101
QX248|Lde|'bei Filter Triemli'|P31|Q1630622|P31|Q53628618|P625|@47.363773970926/8.49416947261629|P571|+1984-00-00T00:00:00Z/9.|P528|1092|P972|Q53629101
QX249|Lde|'Waldegg'|P31|Q1630622|P31|Q53628296|P625|@47.3707213752458/8.46970950308327|P571|+1939-00-00T00:00:00Z/9.|P528|425|P972|Q53629101
QX250|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3640584907733/8.46945528813648|P571|+1987-00-00T00:00:00Z/9.|P528|1128|P972|Q53629101
QX251|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3573111798301/8.48531933506494|P571|+nan-00-00T00:00:00Z/9.|P528|730|P972|Q53629101
QX252|Lde|'Spielwiese Uetliberg'|P31|Q1630622|P31|Q53628761|P625|@47.3609268444582/8.48727819533768|P571|+nan-00-00T00:00:00Z/9.|P528|713|P972|Q53629101
QX253|Lde|'Uetliberg bei Fernsehstation'|P31|Q1630622|P31|Q53628761|P625|@47.351166161322/8.49073903346915|P571|+1960-00-00T00:00:00Z/9.|P528|715|P972|Q53629101
QX254|Lde|'beim Kindlistein'|P31|Q1630622|P31|Q53628296|P625|@47.3487325988854/8.49084385231754|P571|+1925-00-00T00:00:00Z/9.|P528|186|P972|Q53629101
QX255|Lde|'beim Rest. Staffel'|P31|Q1630622|P31|Q53628761|P625|@47.3467760933279/8.49519053997257|P571|+1930-00-00T00:00:00Z/9.|P528|714|P972|Q53629101
QX256|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3668825303208/8.49286960630829|P571|+1982-00-00T00:00:00Z/9.|P528|6043|P972|Q53629101
QX257|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4252721102658/8.546138111392|P571|+nan-00-00T00:00:00Z/9.|P528|473|P972|Q53629101
QX258|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4245128068718/8.51920800048533|P571|+1987-00-00T00:00:00Z/9.|P528|1127|P972|Q53629101
QX259|Lde|'Im Wald'|P31|Q1630622|P31|Q53628296|P625|@47.4294793847152/8.530783159382871|P571|+1981-00-00T00:00:00Z/9.|P528|1061|P972|Q53629101
QX260|Lde|'Rastplatz Büsisee-Süd'|P31|Q1630622|P31|Q53629707|P625|@47.4293271182833/8.51115103704147|P571|+1985-00-00T00:00:00Z/9.|P528|1101|P972|Q53629101
QX261|Lde|'Rastplatz Büsisee-Nord'|P31|Q1630622|P31|Q53629707|P625|@47.4306669098193/8.51173618456902|P571|+1985-00-00T00:00:00Z/9.|P528|1102|P972|Q53629101
QX262|Lde|'beim Katzenbach'|P31|Q1630622|P31|Q53628296|P625|@47.4279603617188/8.51213994784226|P571|+1991-00-00T00:00:00Z/9.|P528|1151|P972|Q53629101
QX263|Lde|'Altersheim Wolfswinkel'|P31|Q1630622|P31|Q53628618|P625|@47.4235936551008/8.51302103982236|P571|+1992-00-00T00:00:00Z/9.|P528|1162|P972|Q53629101
QX264|Lde|'oberhalb Ziegelhütte bei Waldhütte'|P31|Q1630622|P31|Q53628296|P625|@47.3979989148471/8.57361705296725|P571|+1967-00-00T00:00:00Z/9.|P528|505|P972|Q53629101
QX265|Lde||P31|Q1630622|P31|Q53628761|P625|@47.3979604304004/8.57423175070991|P571|+1897-00-00T00:00:00Z/9.|P528|705|P972|Q53629101
QX266|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4038778927948/8.57865914495935|P571|+1952-00-00T00:00:00Z/9.|P528|755|P972|Q53629101
QX267|Lde|'bei der Kirche'|P31|Q1630622|P31|Q53628296|P625|@47.4034746009098/8.574718009596939|P571|+1959-00-00T00:00:00Z/9.|P528|504|P972|Q53629101
QX268|Lde||P31|Q1630622|P31|Q53628522|P625|@47.404069423876/8.57316379525231|P571|+1986-00-00T00:00:00Z/9.|P528|6061|P972|Q53629101
QX269|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4037627173988/8.57339377471231|P571|+1789-00-00T00:00:00Z/9.|P528|494|P972|Q53629101
QX270|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4040204374825/8.57194250755289|P571|+1783-00-00T00:00:00Z/9.|P528|493|P972|Q53629101
QX271|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4038619290606/8.57065629224936|P571|+1797-00-00T00:00:00Z/9.|P528|496|P972|Q53629101
QX272|Lde||P31|Q1630622|P31|Q53628522|P625|@47.383438036884/8.54347941798644|P571|+1977-00-00T00:00:00Z/9.|P528|6013|P972|Q53629101
QX273|Lde|'vor Altersheim Herzogenmühle'|P31|Q1630622|P31|Q53628296|P625|@47.4063265128393/8.57317112497775|P571|+1991-00-00T00:00:00Z/9.|P528|1152|P972|Q53629101
QX274|Lde||P31|Q1630622|P31|Q53628618|P625|@47.4053672120751/8.57282006273333|P571|+1982-00-00T00:00:00Z/9.|P528|1073|P972|Q53629101
QX275|Lde|'vav. Herzogenmühlestrasse 4'|P31|Q1630622|P31|Q53628296|P625|@47.4047238546049/8.57233785105865|P571|+1986-00-00T00:00:00Z/9.|P528|1110|P972|Q53629101
QX276|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4034794638623/8.57038281115114|P571|+1797-00-00T00:00:00Z/9.|P528|497|P972|Q53629101
QX277|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3995035335314/8.59216705531324|P571|+1985-00-00T00:00:00Z/9.|P528|6054|P972|Q53629101
QX278|Lde|'Freibad Auhof'|P31|Q1630622|P31|Q53628618|P625|@47.40847353284/8.57111873825968|P571|+1959-00-00T00:00:00Z/9.|P528|703|P972|Q53629101
QX279|Lde|'Freibad Auhof'|P31|Q1630622|P31|Q53628618|P625|@47.4081826752877/8.57135751265834|P571|+1959-00-00T00:00:00Z/9.|P528|703|P972|Q53629101
QX280|Lde|'Freibad Auhof'|P31|Q1630622|P31|Q53628618|P625|@47.4079412295514/8.57150245045784|P571|+1959-00-00T00:00:00Z/9.|P528|703|P972|Q53629101
QX281|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4107911739233/8.572392205330651|P571|+1983-00-00T00:00:00Z/9.|P528|6046|P972|Q53629101
QX282|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4044046612395/8.55554829986265|P571|+1940-00-00T00:00:00Z/9.|P528|485|P972|Q53629101
QX283|Lde|'Haltestelle Frohburg'|P31|Q1630622|P31|Q53628296|P625|@47.4042400755768/8.5626760546519|P571|+1953-00-00T00:00:00Z/9.|P528|502|P972|Q53629101
QX284|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4006925272454/8.58439495836464|P571|+1985-00-00T00:00:00Z/9.|P528|6053|P972|Q53629101
QX285|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4094065946544/8.53781531101348|P571|+1935-00-00T00:00:00Z/9.|P528|480|P972|Q53629101
QX286|Lde|'Kinderspielplatz'|P31|Q1630622|P31|Q53628618|P625|@47.4105305475414/8.52149471908204|P571|+1961-00-00T00:00:00Z/9.|P528|689|P972|Q53629101
QX287|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4117250708737/8.52538094850881|P571|+1935-00-00T00:00:00Z/9.|P528|478|P972|Q53629101
QX288|Lde|'Albert Näf-Platz'|P31|Q1630622|P31|Q53628296|P625|@47.4099690247172/8.54608960038997|P571|+1986-00-00T00:00:00Z/9.|P528|1114|P972|Q53629101
QX289|Lde|'Albert Näf-Platz'|P31|Q1630622|P31|Q53628296|P625|@47.4095514862109/8.546227583317119|P571|+1986-00-00T00:00:00Z/9.|P528|1114|P972|Q53629101
QX290|Lde|'Kreisgebäude'|P31|Q1630622|P31|Q53628296|P625|@47.4072167934115/8.54677137430031|P571|+1989-00-00T00:00:00Z/9.|P528|1145|P972|Q53629101
QX291|Lde|'Schulhaus Herzogenmühle'|P31|Q1630622|P31|Q53628618|P625|@47.4078735046107/8.57279395396085|P571|+nan-00-00T00:00:00Z/9.|P528|679|P972|Q53629101
QX292|Lde|'Schulhaus Herzogenmühle'|P31|Q1630622|P31|Q53628618|P625|@47.4088133401823/8.57347022133214|P571|+nan-00-00T00:00:00Z/9.|P528|679|P972|Q53629101
QX293|Lde|'Schulhaus Auhof'|P31|Q1630622|P31|Q53628618|P625|@47.4075863195187/8.57193638412869|P571|+1959-00-00T00:00:00Z/9.|P528|687|P972|Q53629101
QX294|Lde|'Schulhaus Friedrichstrasse 21'|P31|Q1630622|P31|Q53628618|P625|@47.4047562799475/8.56798958271635|P571|+nan-00-00T00:00:00Z/9.|P528|658|P972|Q53629101
QX295|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4057085476131/8.56911011804476|P571|+1978-00-00T00:00:00Z/9.|P528|6018|P972|Q53629101
QX296|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4039320001676/8.54992772489162|P571|+1984-00-00T00:00:00Z/9.|P528|1094|P972|Q53629101
QX297|Lde||P31|Q1630622|P31|Q53628296|P625|@47.403206198815/8.54768663132127|P571|+1937-00-00T00:00:00Z/9.|P528|484|P972|Q53629101
QX298|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4175489484781/8.54570068556084|P571|+1938-00-00T00:00:00Z/9.|P528|483|P972|Q53629101
QX299|Lde|'Kanzleibrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.407267331729/8.54817924618419|P571|+nan-00-00T00:00:00Z/9.|P528|512|P972|Q53629101
QX300|Lde||P31|Q1630622|P31|Q53628296|P625|@47.407287319924/8.55048366982454|P571|+1793-00-00T00:00:00Z/9.|P528|495|P972|Q53629101
QX301|Lde|'bei der Christuskirche'|P31|Q1630622|P31|Q53629707|P625|@47.4046137580798/8.5492985583139|P571|+1941-00-00T00:00:00Z/9.|P528|749|P972|Q53629101
QX302|Lde|'im Grünzug'|P31|Q1630622|P31|Q53628296|P625|@47.4101726047895/8.56339550729142|P571|+1949-00-00T00:00:00Z/9.|P528|501|P972|Q53629101
QX303|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4247030006194/8.50878856140308|P571|+1937-00-00T00:00:00Z/9.|P528|481|P972|Q53629101
QX304|Lde||P31|Q1630622|P31|Q53628618|P625|@47.416697519466/8.50095027168948|P571|+1992-00-00T00:00:00Z/9.|P528|1165|P972|Q53629101
QX305|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4004266260961/8.54740203561975|P571|+1985-00-00T00:00:00Z/9.|P528|6055|P972|Q53629101
QX306|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4082816254772/8.54680359677421|P571|+1913-00-00T00:00:00Z/9.|P528|474|P972|Q53629101
QX307|Lde||P31|Q1630622|P31|Q53628296|P625|@47.407953877072/8.54911897987979|P571|+1793-00-00T00:00:00Z/9.|P528|468|P972|Q53629101
QX308|Lde|'Horensteinstrasse'|P31|Q1630622|P31|Q53628522|P625|@47.4257743875811/8.50898599353406|P571|+1984-00-00T00:00:00Z/9.|P528|6049|P972|Q53629101
QX309|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4210097506743/8.50182364331844|P571|+1955-00-00T00:00:00Z/9.|P528|491|P972|Q53629101
QX310|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4088385820466/8.53960376090611|P571|+1994-00-00T00:00:00Z/9.|P528|6073|P972|Q53629101
QX311|Lde|'Endstation Frankental'|P31|Q1630622|P31|Q53628296|P625|@47.4053242328264/8.48150105301405|P571|+1956-00-00T00:00:00Z/9.|P528|464|P972|Q53629101
